person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
34,50194,MORTGAGE,3.1,EDUCATION,B,5000,8.94,0,0.1,N,3
21,66322,MORTGAGE,8.6,VENTURE,C,6200,,0,0.09,N,6
25,47594,MORTGAGE,4.7,HOMEIMPROVEMENT,A,7400,7.31,0,0.16,N,4
28,60495,RENT,3.6,HOMEIMPROVEMENT,B,9500,9.91,0,0.16,N,3
23,45403,MORTGAGE,2.2,EDUCATION,B,8400,8.31,0,0.19,N,3
36,70293,RENT,,MEDICAL,B,10400,11.96,0,0.15,N,6
30,30996,MORTGAGE,,PERSONAL,D,11500,,1,0.37,N,11
21,57508,MORTGAGE,6.1,MEDICAL,E,5200,16.98,1,0.09,N,3
30,33594,RENT,0.8,EDUCATION,B,7100,10.36,0,0.21,Y,4
36,48657,MORTGAGE,1.2,VENTURE,C,7100,12.44,0,0.15,N,7
24,65970,RENT,5.4,PERSONAL,D,13400,15.24,1,0.2,N,9
36,37939,MORTGAGE,8.6,EDUCATION,C,6900,10.28,0,0.18,N,6
30,55725,RENT,2.8,VENTURE,C,4300,13.43,0,0.08,N,17
29,49727,OWN,4.3,EDUCATION,A,6500,6.38,0,0.13,N,9
35,165968,RENT,0.4,MEDICAL,C,13600,12.6,0,0.08,Y,10
29,70776,OWN,7.1,HOMEIMPROVEMENT,A,9800,6.13,0,0.14,N,6
30,76161,MORTGAGE,3.6,DEBTCONSOLIDATION,A,10300,6.66,0,0.14,N,10
29,38285,MORTGAGE,6.3,MEDICAL,B,4700,11.03,0,0.12,Y,3
20,16917,MORTGAGE,2.8,HOMEIMPROVEMENT,A,16300,7.51,0,0.85,N,3
30,43707,MORTGAGE,7.7,DEBTCONSOLIDATION,A,10600,6.96,0,0.24,N,5
30,26264,OWN,9.2,VENTURE,B,9900,10.57,0,0.38,N,6
26,66056,RENT,2.8,DEBTCONSOLIDATION,A,6800,6.82,0,0.1,N,12
20,67790,MORTGAGE,6.6,MEDICAL,D,17000,16.92,0,0.25,N,6
32,65511,RENT,8.0,EDUCATION,E,3900,17.49,0,0.06,N,6
23,56920,MORTGAGE,3.8,HOMEIMPROVEMENT,C,3700,13.1,0,0.07,N,3
21,37873,RENT,3.5,PERSONAL,A,6000,9.15,0,0.16,N,3
21,40960,MORTGAGE,12.0,MEDICAL,B,6900,10.48,0,0.17,Y,9
20,72595,MORTGAGE,4.2,EDUCATION,A,8100,6.03,0,0.11,N,8
31,159701,RENT,3.4,EDUCATION,B,9700,11.67,0,0.06,N,1
42,66689,MORTGAGE,1.6,EDUCATION,A,13600,5.0,0,0.2,N,5
25,70917,MORTGAGE,3.5,EDUCATION,B,8300,9.69,0,0.12,N,4
33,152760,MORTGAGE,4.9,DEBTCONSOLIDATION,A,6400,6.75,0,0.04,N,8
27,58582,RENT,5.3,MEDICAL,F,7200,16.01,1,0.12,N,10
30,36959,MORTGAGE,1.8,HOMEIMPROVEMENT,A,12000,7.44,0,0.32,N,10
28,71378,OWN,3.1,EDUCATION,B,6200,11.04,0,0.09,N,4
33,135363,RENT,4.0,MEDICAL,A,7800,5.47,0,0.06,Y,5
21,92757,RENT,0.9,DEBTCONSOLIDATION,B,6300,10.29,0,0.07,N,2
29,66001,RENT,5.2,EDUCATION,D,10800,18.64,1,0.16,N,6
35,22820,MORTGAGE,4.8,MEDICAL,A,11000,7.03,0,0.48,N,8
32,27603,RENT,4.1,HOMEIMPROVEMENT,A,13300,9.0,0,0.48,N,11
30,70702,MORTGAGE,3.7,EDUCATION,A,7700,6.64,0,0.11,N,2
29,50185,MORTGAGE,1.8,EDUCATION,B,8000,11.77,0,0.16,N,2
26,57058,RENT,5.7,DEBTCONSOLIDATION,B,4700,10.13,0,0.08,N,2
26,97428,MORTGAGE,2.8,PERSONAL,C,3700,12.76,0,0.04,N,4
20,31919,MORTGAGE,2.3,VENTURE,C,6700,11.87,1,0.21,N,7
31,43800,RENT,1.4,EDUCATION,A,7300,8.92,1,0.17,N,6
36,109121,RENT,2.8,MEDICAL,D,7500,15.04,1,0.07,N,6
30,31995,RENT,6.0,PERSONAL,C,13500,12.6,0,0.42,N,5
28,107002,RENT,2.4,VENTURE,B,4300,10.91,0,0.04,N,9
32,71422,RENT,3.4,MEDICAL,B,3700,8.35,0,0.05,N,5
20,56216,OWN,0.5,DEBTCONSOLIDATION,C,3400,12.99,1,0.06,N,5
25,64431,RENT,1.3,HOMEIMPROVEMENT,B,6600,,0,0.1,N,6
28,71994,RENT,0.8,PERSONAL,B,17900,9.55,0,0.25,N,4
20,83155,MORTGAGE,3.2,PERSONAL,A,14900,8.31,0,0.18,N,7
29,21624,MORTGAGE,3.9,VENTURE,B,13700,11.05,0,0.63,N,6
20,112788,OWN,1.7,VENTURE,B,6200,9.75,0,0.05,N,9
32,67677,MORTGAGE,3.9,EDUCATION,A,4500,5.33,0,0.07,N,7
29,106495,RENT,4.1,HOMEIMPROVEMENT,D,10200,16.33,0,0.1,Y,7
27,74880,RENT,3.2,PERSONAL,A,19100,5.67,0,0.26,N,4
33,178377,OWN,1.4,DEBTCONSOLIDATION,A,7400,6.35,0,0.04,N,1
29,41918,MORTGAGE,7.2,DEBTCONSOLIDATION,B,5300,11.57,1,0.13,Y,2
31,134385,OWN,9.5,EDUCATION,C,6400,13.22,0,0.05,N,3
30,38911,RENT,6.2,MEDICAL,A,6700,6.74,0,0.17,N,5
23,78633,MORTGAGE,1.2,PERSONAL,C,19700,10.87,1,0.25,Y,4
37,101816,MORTGAGE,0.8,PERSONAL,B,7700,8.44,0,0.08,N,6
35,60430,RENT,9.8,HOMEIMPROVEMENT,A,14400,5.46,0,0.24,N,8
31,22605,MORTGAGE,3.2,EDUCATION,A,11300,6.16,0,0.5,N,5
29,64022,MORTGAGE,14.8,VENTURE,B,10900,,0,0.17,N,6
33,47310,RENT,1.5,DEBTCONSOLIDATION,B,14900,,0,0.31,N,6
36,94027,RENT,3.1,DEBTCONSOLIDATION,A,15500,,0,0.16,N,3
39,38387,MORTGAGE,11.5,EDUCATION,B,7200,10.75,0,0.19,N,10
25,45584,RENT,6.4,DEBTCONSOLIDATION,B,4700,9.29,0,0.1,N,5
34,42762,RENT,6.8,EDUCATION,F,7200,18.9,0,0.17,N,3
27,51214,RENT,1.3,PERSONAL,C,6600,12.57,0,0.13,N,2
20,62481,RENT,6.5,MEDICAL,A,16100,6.9,0,0.26,Y,4
33,79686,OWN,8.1,VENTURE,B,10100,9.93,0,0.13,N,10
37,76633,MORTGAGE,1.1,EDUCATION,A,3600,5.67,0,0.05,N,5
34,31594,RENT,1.0,MEDICAL,B,5500,11.57,0,0.17,N,6
27,38833,OTHER,7.3,MEDICAL,B,6300,13.43,0,0.16,N,6
30,44655,MORTGAGE,3.3,DEBTCONSOLIDATION,D,12200,,0,0.27,N,4
32,50265,RENT,6.1,VENTURE,B,6200,10.7,0,0.12,N,10
31,38828,MORTGAGE,4.6,VENTURE,C,13900,13.56,0,0.36,N,7
35,41153,RENT,0.7,VENTURE,B,4600,9.95,0,0.11,N,6
34,114526,OTHER,4.2,PERSONAL,B,3100,11.64,0,0.03,N,5
25,69849,MORTGAGE,1.7,EDUCATION,A,8900,5.7,0,0.13,N,6
28,34452,MORTGAGE,0.8,EDUCATION,A,3300,6.55,0,0.1,N,4
25,73124,RENT,1.5,PERSONAL,C,7200,13.0,0,0.1,Y,5
29,48728,MORTGAGE,8.0,DEBTCONSOLIDATION,D,8900,16.62,0,0.18,N,2
20,150783,RENT,1.5,MEDICAL,A,13700,6.63,0,0.09,N,3
40,43683,RENT,1.5,VENTURE,B,11900,10.32,0,0.27,N,14
23,46760,RENT,,HOMEIMPROVEMENT,A,4500,5.45,0,0.1,N,6
25,51632,MORTGAGE,3.3,DEBTCONSOLIDATION,B,4800,7.27,0,0.09,N,8
28,34461,RENT,3.3,MEDICAL,D,4300,15.47,1,0.12,Y,11
20,75482,OWN,3.5,DEBTCONSOLIDATION,A,6000,7.87,0,0.08,N,10
26,61282,MORTGAGE,0.4,VENTURE,A,15800,8.13,0,0.26,Y,3
29,70961,RENT,2.8,PERSONAL,C,35000,13.08,0,0.49,N,9
38,60729,RENT,5.5,HOMEIMPROVEMENT,A,9200,7.08,0,0.15,Y,4
29,65644,RENT,2.3,MEDICAL,A,7500,5.0,0,0.11,Y,15
26,134742,MORTGAGE,3.0,HOMEIMPROVEMENT,B,6900,10.29,0,0.05,N,8
21,78815,MORTGAGE,3.6,VENTURE,C,5600,13.39,0,0.07,N,8
41,24398,RENT,7.7,HOMEIMPROVEMENT,F,3100,19.89,0,0.13,N,2
28,69990,MORTGAGE,0.9,HOMEIMPROVEMENT,D,15500,16.36,0,0.22,N,12
28,107279,RENT,0.5,VENTURE,B,10300,11.72,1,0.1,Y,2
20,18799,MORTGAGE,2.8,EDUCATION,C,7000,12.5,0,0.37,N,16
31,33471,OWN,2.7,MEDICAL,B,10100,8.71,0,0.3,N,6
24,80860,MORTGAGE,2.3,DEBTCONSOLIDATION,B,9800,11.1,0,0.12,N,2
37,97290,MORTGAGE,5.7,VENTURE,A,13700,6.58,0,0.14,N,4
31,65279,MORTGAGE,5.5,DEBTCONSOLIDATION,A,9600,6.51,0,0.15,N,6
29,74498,RENT,7.0,MEDICAL,B,7600,11.3,0,0.1,Y,4
20,118794,RENT,,PERSONAL,F,8400,19.75,1,0.07,Y,7
27,46306,RENT,3.0,HOMEIMPROVEMENT,B,5500,,1,0.12,Y,4
27,37385,MORTGAGE,4.8,HOMEIMPROVEMENT,D,4900,14.78,0,0.13,N,2
29,52790,MORTGAGE,1.1,MEDICAL,A,12200,8.47,0,0.23,N,5
20,65352,MORTGAGE,0.7,EDUCATION,A,21100,7.27,0,0.32,Y,6
23,70079,MORTGAGE,3.8,DEBTCONSOLIDATION,E,5200,15.85,1,0.07,Y,4
25,88091,RENT,5.3,HOMEIMPROVEMENT,A,3600,6.64,0,0.04,N,10
31,137692,MORTGAGE,,PERSONAL,B,3800,9.23,0,0.03,N,4
20,65668,RENT,1.7,PERSONAL,A,6200,,0,0.09,N,3
36,32014,RENT,2.4,MEDICAL,D,5600,,0,0.17,N,1
35,40708,MORTGAGE,3.0,PERSONAL,A,12600,5.0,0,0.31,N,7
22,64137,OWN,2.9,EDUCATION,D,14500,,1,0.23,N,5
43,123871,MORTGAGE,5.2,MEDICAL,A,19100,7.07,0,0.15,N,3
29,83041,RENT,2.0,HOMEIMPROVEMENT,A,16100,5.0,0,0.19,N,5
27,38371,MORTGAGE,4.2,MEDICAL,C,10900,13.07,0,0.28,N,17
32,43241,RENT,2.1,HOMEIMPROVEMENT,B,4800,12.97,1,0.11,Y,2
31,51722,MORTGAGE,9.3,PERSONAL,A,9300,8.69,0,0.18,N,3
29,62136,MORTGAGE,1.1,EDUCATION,B,5800,10.36,0,0.09,N,5
21,52253,RENT,0.5,MEDICAL,A,2700,7.79,0,0.05,N,3
25,38669,RENT,0.4,EDUCATION,A,8000,7.52,0,0.21,N,8
30,41102,RENT,3.4,VENTURE,A,6200,8.06,0,0.15,N,5
33,57702,OWN,2.5,DEBTCONSOLIDATION,B,4500,9.56,0,0.08,N,6
37,66488,RENT,3.1,HOMEIMPROVEMENT,A,6300,8.89,0,0.09,N,8
25,36821,MORTGAGE,3.9,HOMEIMPROVEMENT,C,21200,14.52,1,0.58,N,5
28,70311,MORTGAGE,1.3,HOMEIMPROVEMENT,C,13500,12.76,1,0.19,N,5
24,148395,MORTGAGE,1.9,HOMEIMPROVEMENT,A,20600,5.65,0,0.14,N,4
35,66394,RENT,4.2,PERSONAL,B,8700,8.82,0,0.13,N,2
26,68632,OWN,4.6,VENTURE,B,3500,12.09,0,0.05,N,3
24,30160,RENT,5.1,PERSONAL,C,3300,15.02,0,0.11,Y,9
28,86550,MORTGAGE,5.1,EDUCATION,B,4200,11.07,0,0.05,N,4
20,44818,MORTGAGE,0.9,VENTURE,C,25300,13.08,0,0.56,Y,10
31,102263,MORTGAGE,10.0,VENTURE,A,8900,8.88,0,0.09,N,3
26,147382,OWN,4.1,MEDICAL,B,9400,9.94,0,0.06,N,16
45,42679,RENT,2.0,DEBTCONSOLIDATION,A,8100,6.96,0,0.19,N,9
24,43338,MORTGAGE,6.5,EDUCATION,D,10100,15.43,0,0.23,N,6
26,78161,RENT,2.5,VENTURE,B,4500,10.12,0,0.06,N,4
34,31724,RENT,7.7,DEBTCONSOLIDATION,B,6700,11.01,0,0.21,Y,7
33,62920,RENT,2.0,MEDICAL,B,3100,10.59,0,0.05,N,6
34,51812,RENT,2.8,DEBTCONSOLIDATION,A,9700,6.31,0,0.19,N,4
26,57518,RENT,1.3,HOMEIMPROVEMENT,A,10500,5.72,0,0.18,N,4
21,21805,RENT,2.8,HOMEIMPROVEMENT,A,5500,,0,0.25,N,5
44,77139,RENT,1.7,DEBTCONSOLIDATION,C,2900,,0,0.04,N,8
31,204606,MORTGAGE,2.4,VENTURE,B,6800,13.11,0,0.03,N,5
29,48670,MORTGAGE,8.2,PERSONAL,A,12900,7.29,0,0.27,N,4
33,29153,RENT,3.1,VENTURE,B,4200,11.39,1,0.14,N,5
20,89309,RENT,8.4,PERSONAL,B,5000,10.22,0,0.06,N,7
25,38783,RENT,,MEDICAL,B,7800,11.37,0,0.2,N,15
22,60794,MORTGAGE,10.5,EDUCATION,B,8400,12.16,0,0.14,N,5
29,41990,RENT,4.1,MEDICAL,D,10600,14.31,1,0.25,N,6
20,29304,RENT,1.1,HOMEIMPROVEMENT,B,16800,,0,0.57,N,12
32,69937,RENT,2.5,DEBTCONSOLIDATION,B,5300,11.05,0,0.08,N,5
35,42410,RENT,3.6,DEBTCONSOLIDATION,C,4600,11.94,0,0.11,N,11
35,26919,RENT,2.6,MEDICAL,C,6300,11.52,0,0.23,N,9
31,69297,MORTGAGE,1.9,VENTURE,B,4700,9.72,0,0.07,N,4
29,251735,MORTGAGE,3.7,VENTURE,A,5200,,0,0.02,Y,3
25,99569,MORTGAGE,3.9,EDUCATION,A,7500,5.78,0,0.08,N,1
31,58729,MORTGAGE,5.3,VENTURE,A,5800,7.29,1,0.1,Y,2
27,272817,MORTGAGE,6.6,MEDICAL,C,14000,15.21,0,0.05,N,6
20,24861,RENT,5.1,DEBTCONSOLIDATION,C,4300,14.16,0,0.17,N,6
24,79829,MORTGAGE,2.1,MEDICAL,A,7600,8.11,0,0.1,N,6
33,149670,MORTGAGE,7.1,HOMEIMPROVEMENT,A,3800,5.0,0,0.03,N,2
21,35984,RENT,1.7,DEBTCONSOLIDATION,B,9300,10.13,0,0.26,Y,5
21,69618,MORTGAGE,5.8,VENTURE,B,9300,12.22,0,0.13,N,6
27,43688,RENT,3.2,MEDICAL,C,21500,12.42,0,0.49,Y,9
20,50528,MORTGAGE,1.6,MEDICAL,C,13400,,0,0.27,N,9
32,73505,MORTGAGE,1.4,DEBTCONSOLIDATION,A,3600,8.16,0,0.05,N,5
32,24777,MORTGAGE,3.8,EDUCATION,C,10500,,0,0.42,N,4
34,36201,OWN,1.1,EDUCATION,B,7400,9.48,0,0.2,N,5
29,61027,MORTGAGE,3.7,DEBTCONSOLIDATION,B,10700,8.74,0,0.18,Y,5
23,24900,MORTGAGE,4.4,HOMEIMPROVEMENT,B,5500,10.03,0,0.22,N,2
21,49806,MORTGAGE,8.6,HOMEIMPROVEMENT,C,12300,13.82,0,0.25,N,4
31,27980,RENT,1.5,EDUCATION,A,7900,9.43,0,0.28,N,4
32,28794,MORTGAGE,,PERSONAL,A,6100,5.59,0,0.21,Y,3
21,94915,RENT,6.4,HOMEIMPROVEMENT,A,4700,5.33,0,0.05,N,10
20,62919,RENT,1.6,MEDICAL,C,4200,14.88,0,0.07,N,7
28,53689,RENT,4.5,EDUCATION,C,5200,12.31,0,0.1,N,7
29,48036,MORTGAGE,5.7,EDUCATION,A,6600,8.34,0,0.14,Y,5
34,70066,RENT,3.0,VENTURE,A,12700,6.25,0,0.18,Y,7
32,47144,RENT,3.7,MEDICAL,A,15200,,0,0.32,Y,8
28,41076,RENT,2.8,HOMEIMPROVEMENT,C,4600,12.44,0,0.11,N,11
34,101025,RENT,6.9,MEDICAL,B,6300,11.2,0,0.06,Y,3
26,44003,RENT,8.9,EDUCATION,C,5100,12.02,0,0.12,N,4
26,117068,MORTGAGE,2.7,DEBTCONSOLIDATION,C,3900,13.84,0,0.03,N,6
33,45371,RENT,1.7,DEBTCONSOLIDATION,C,8700,,1,0.19,N,7
34,87134,MORTGAGE,4.2,VENTURE,B,13900,8.53,0,0.16,N,4
34,68068,MORTGAGE,2.2,DEBTCONSOLIDATION,C,12200,12.93,0,0.18,N,2
27,79293,RENT,3.1,EDUCATION,B,8600,10.15,0,0.11,Y,9
28,69211,RENT,9.1,PERSONAL,C,9100,13.51,0,0.13,N,5
23,85546,MORTGAGE,2.2,MEDICAL,B,6200,9.6,0,0.07,N,3
33,123918,RENT,0.9,PERSONAL,D,8300,18.02,0,0.07,N,6
24,38550,RENT,3.0,HOMEIMPROVEMENT,B,4900,10.89,1,0.13,N,4
20,126046,OWN,1.2,HOMEIMPROVEMENT,C,18600,11.12,0,0.15,N,3
25,51592,OTHER,2.2,EDUCATION,B,17700,9.74,0,0.34,N,7
23,24202,MORTGAGE,0.8,MEDICAL,G,5800,,1,0.24,N,1
20,84284,RENT,9.0,DEBTCONSOLIDATION,A,11000,6.62,0,0.13,Y,6
25,90647,MORTGAGE,7.5,VENTURE,B,9400,11.06,0,0.1,N,4
33,76975,MORTGAGE,7.6,MEDICAL,A,10500,6.68,0,0.14,N,7
30,50535,RENT,5.2,MEDICAL,D,6000,13.56,1,0.12,N,6
30,37444,MORTGAGE,5.6,MEDICAL,C,3800,11.12,0,0.1,N,5
37,45952,RENT,1.5,PERSONAL,C,14600,13.72,1,0.32,N,5
25,65059,RENT,1.2,PERSONAL,B,14100,9.22,0,0.22,N,4
21,52183,MORTGAGE,3.1,PERSONAL,C,7100,13.23,0,0.14,Y,7
31,35520,RENT,1.5,PERSONAL,B,3200,9.51,0,0.09,Y,10
30,52588,RENT,2.9,PERSONAL,A,4500,6.21,0,0.09,N,5
20,39505,MORTGAGE,2.3,EDUCATION,C,10800,11.31,0,0.27,N,6
27,42792,OWN,0.5,EDUCATION,B,7900,11.37,1,0.18,N,13
31,86162,MORTGAGE,7.9,MEDICAL,A,5700,6.42,0,0.07,Y,5
30,33048,MORTGAGE,2.1,DEBTCONSOLIDATION,C,7200,15.4,0,0.22,N,3
32,70575,OTHER,2.9,HOMEIMPROVEMENT,A,6200,,0,0.09,N,3
24,45684,RENT,2.0,EDUCATION,C,17900,11.43,1,0.39,Y,2
20,68533,RENT,5.5,PERSONAL,B,3100,11.05,1,0.05,N,5
23,37687,RENT,0.6,VENTURE,B,11600,9.25,0,0.31,N,3
33,53601,RENT,4.2,PERSONAL,A,7000,,0,0.13,Y,6
34,38931,MORTGAGE,0.2,VENTURE,C,10100,12.53,0,0.26,N,5
27,69217,RENT,15.1,DEBTCONSOLIDATION,C,7800,12.36,1,0.11,Y,9
37,23991,RENT,9.0,EDUCATION,C,11200,12.97,0,0.47,N,4
27,56999,RENT,1.6,PERSONAL,B,11600,9.62,0,0.2,N,7
25,30860,RENT,1.1,PERSONAL,B,4100,11.32,0,0.13,N,10
20,43023,MORTGAGE,10.1,PERSONAL,B,8900,7.68,0,0.21,N,10
28,50408,RENT,5.7,EDUCATION,A,5500,5.0,0,0.11,N,1
34,85210,RENT,2.1,VENTURE,A,3300,7.5,0,0.04,N,13
36,25602,RENT,2.8,EDUCATION,B,13300,12.19,1,0.52,N,4
34,23348,RENT,0.9,HOMEIMPROVEMENT,C,19900,,0,0.85,N,6
31,104268,MORTGAGE,1.7,VENTURE,A,7400,8.21,0,0.07,N,1
38,50071,RENT,3.4,MEDICAL,C,4600,14.66,0,0.09,Y,6
22,24887,RENT,0.7,DEBTCONSOLIDATION,B,13400,11.98,1,0.54,Y,5
35,48201,RENT,1.1,HOMEIMPROVEMENT,B,4900,7.84,0,0.1,N,9
30,46841,MORTGAGE,1.8,PERSONAL,A,3400,7.55,0,0.07,N,5
29,44538,MORTGAGE,0.7,DEBTCONSOLIDATION,B,4400,8.96,0,0.1,N,2
20,66566,MORTGAGE,9.4,HOMEIMPROVEMENT,B,23500,10.47,0,0.35,N,7
30,25433,MORTGAGE,6.3,EDUCATION,A,15000,6.57,0,0.59,N,4
35,60610,MORTGAGE,1.0,VENTURE,C,12500,12.76,0,0.21,N,7
20,46914,RENT,1.9,VENTURE,E,6500,18.78,0,0.14,N,4
33,57385,RENT,8.0,VENTURE,A,4100,5.32,0,0.07,N,9
20,92428,MORTGAGE,0.9,DEBTCONSOLIDATION,A,6100,,0,0.07,N,3
20,97914,RENT,4.5,PERSONAL,B,8900,10.76,0,0.09,N,4
27,130626,MORTGAGE,7.0,EDUCATION,E,18100,16.55,0,0.14,N,4
37,22753,RENT,1.6,PERSONAL,D,7500,14.36,0,0.33,N,7
27,70635,MORTGAGE,6.4,HOMEIMPROVEMENT,D,8500,17.02,0,0.12,N,1
31,86846,MORTGAGE,2.4,MEDICAL,B,4600,8.04,0,0.05,N,2
23,43982,MORTGAGE,4.4,EDUCATION,F,4400,19.64,1,0.1,Y,2
27,58132,MORTGAGE,2.7,MEDICAL,B,3500,11.02,0,0.06,N,3
28,114573,MORTGAGE,0.5,VENTURE,A,2100,8.82,0,0.02,N,8
38,53107,MORTGAGE,2.6,EDUCATION,C,9500,12.3,0,0.18,N,8
24,112621,RENT,0.5,MEDICAL,B,29300,12.78,0,0.26,N,3
24,57319,RENT,8.7,EDUCATION,C,16000,,0,0.28,Y,7
34,73931,MORTGAGE,1.0,PERSONAL,B,10600,11.0,0,0.14,N,5
27,93436,RENT,3.1,EDUCATION,C,12700,,1,0.14,N,9
29,34087,RENT,5.5,EDUCATION,B,8600,11.57,0,0.25,N,9
31,72892,OWN,4.8,VENTURE,A,10800,6.64,0,0.15,Y,3
24,46260,MORTGAGE,1.6,EDUCATION,C,12300,14.96,0,0.27,N,10
20,108101,RENT,1.8,EDUCATION,B,8300,11.97,0,0.08,Y,2
34,50554,RENT,5.3,VENTURE,A,3100,6.25,0,0.06,N,7
29,50220,RENT,2.7,EDUCATION,B,13400,11.33,0,0.27,Y,8
20,38880,RENT,7.8,EDUCATION,C,5500,10.97,0,0.14,N,1
33,57830,OWN,2.8,PERSONAL,D,5500,13.64,0,0.1,Y,3
40,78077,RENT,1.8,MEDICAL,C,7000,11.91,0,0.09,N,4
35,61630,RENT,7.6,PERSONAL,C,8300,11.34,0,0.13,N,2
40,180163,MORTGAGE,0.9,DEBTCONSOLIDATION,C,12700,,0,0.07,N,7
21,47710,RENT,2.3,PERSONAL,A,15700,7.77,0,0.33,N,3
29,38645,RENT,3.3,VENTURE,B,9800,10.81,0,0.25,N,3
30,56027,MORTGAGE,3.3,DEBTCONSOLIDATION,B,12400,10.06,0,0.22,N,12
27,70998,MORTGAGE,4.1,PERSONAL,D,8300,16.72,1,0.12,Y,1
26,31632,OWN,3.5,HOMEIMPROVEMENT,A,4900,9.0,0,0.15,N,4
20,115230,MORTGAGE,3.3,PERSONAL,E,17000,17.54,1,0.15,N,11
38,52664,RENT,1.7,VENTURE,C,4400,13.69,0,0.08,N,8
20,139805,MORTGAGE,4.8,DEBTCONSOLIDATION,A,4300,6.81,0,0.03,N,4
33,116651,MORTGAGE,2.7,EDUCATION,B,7800,9.62,0,0.07,Y,8
28,83325,MORTGAGE,5.4,DEBTCONSOLIDATION,A,7500,6.08,0,0.09,N,1
28,59226,OWN,4.7,PERSONAL,B,8600,9.44,0,0.15,N,8
27,36104,MORTGAGE,9.5,VENTURE,B,19200,11.21,1,0.53,N,2
29,43676,MORTGAGE,13.1,PERSONAL,C,7100,14.27,0,0.16,N,16
32,34960,RENT,5.5,MEDICAL,B,4900,8.85,0,0.14,N,4
34,34220,MORTGAGE,2.7,EDUCATION,C,10000,11.09,1,0.29,N,6
27,69122,RENT,0.8,DEBTCONSOLIDATION,B,19500,10.16,0,0.28,Y,11
21,70472,MORTGAGE,2.7,VENTURE,D,13000,16.03,0,0.18,N,15
21,27498,MORTGAGE,1.7,DEBTCONSOLIDATION,D,8600,16.14,0,0.31,N,6
34,46907,OWN,1.9,MEDICAL,C,7700,13.87,1,0.16,Y,12
26,39934,OWN,3.5,MEDICAL,A,12900,5.65,0,0.32,N,5
22,124063,RENT,2.2,MEDICAL,F,4200,17.34,1,0.03,N,3
24,20989,MORTGAGE,1.6,MEDICAL,C,6500,,0,0.31,Y,5
27,156241,MORTGAGE,,PERSONAL,D,5000,13.9,0,0.03,N,8
20,80033,RENT,0.9,DEBTCONSOLIDATION,A,18900,7.06,0,0.24,N,8
28,16640,RENT,4.8,DEBTCONSOLIDATION,C,24100,,0,0.85,N,13
36,43451,RENT,1.1,PERSONAL,A,16600,,0,0.38,N,6
27,74847,MORTGAGE,4.6,MEDICAL,B,7200,,0,0.1,Y,5
20,42598,RENT,3.0,VENTURE,C,3600,11.23,0,0.08,N,6
33,52231,OWN,5.1,VENTURE,B,8800,11.32,1,0.17,N,7
35,186800,RENT,0.6,VENTURE,A,5900,,0,0.03,N,4
35,48463,OWN,5.6,PERSONAL,B,8000,9.88,0,0.17,Y,4
28,34859,RENT,6.7,EDUCATION,A,8700,6.76,0,0.25,N,6
42,94652,MORTGAGE,4.3,EDUCATION,B,16400,9.59,0,0.17,N,8
32,29695,RENT,0.2,DEBTCONSOLIDATION,A,8600,6.53,0,0.29,N,4
46,85075,MORTGAGE,4.5,HOMEIMPROVEMENT,B,9700,11.75,0,0.11,N,2
36,80184,MORTGAGE,13.6,DEBTCONSOLIDATION,B,16300,10.88,0,0.2,N,3
35,149197,OWN,4.4,MEDICAL,F,9600,20.52,0,0.06,N,5
24,73668,MORTGAGE,4.0,PERSONAL,B,6200,8.08,0,0.08,N,4
22,53263,RENT,4.1,MEDICAL,B,4600,11.36,0,0.09,Y,1
29,59006,RENT,3.3,DEBTCONSOLIDATION,F,10100,19.26,0,0.17,N,13
27,174396,RENT,5.2,MEDICAL,D,12000,16.27,0,0.07,N,7
25,61786,RENT,1.2,VENTURE,C,10000,12.29,0,0.16,N,5
27,53805,MORTGAGE,5.7,EDUCATION,B,10300,8.29,0,0.19,N,6
27,57953,MORTGAGE,1.5,EDUCATION,A,20500,5.0,0,0.35,Y,2
24,75952,MORTGAGE,1.2,EDUCATION,B,9100,10.42,0,0.12,N,4
32,49599,MORTGAGE,0.5,PERSONAL,C,7600,13.8,0,0.15,N,5
23,35713,MORTGAGE,5.9,HOMEIMPROVEMENT,F,15600,18.55,1,0.44,N,2
28,42801,MORTGAGE,4.5,DEBTCONSOLIDATION,A,8200,7.31,0,0.19,N,5
21,38465,RENT,4.8,VENTURE,A,7400,7.75,0,0.19,N,8
29,55451,RENT,5.2,PERSONAL,D,12200,12.98,0,0.22,Y,8
29,44052,MORTGAGE,0.7,HOMEIMPROVEMENT,D,5400,14.79,0,0.12,N,9
22,54738,MORTGAGE,2.8,EDUCATION,C,3600,13.88,0,0.07,N,3
28,55506,RENT,0.4,HOMEIMPROVEMENT,A,12600,9.64,0,0.23,N,1
27,68300,MORTGAGE,2.2,HOMEIMPROVEMENT,C,20900,13.91,0,0.31,N,6
25,36992,MORTGAGE,6.6,PERSONAL,B,22200,9.18,0,0.6,N,7
25,140286,RENT,8.9,EDUCATION,B,5900,,0,0.04,N,10
31,111602,RENT,5.3,MEDICAL,A,7600,6.7,0,0.07,N,13
28,78414,MORTGAGE,1.6,MEDICAL,A,3200,6.6,0,0.04,N,7
34,86516,MORTGAGE,1.2,DEBTCONSOLIDATION,B,7400,8.85,0,0.09,N,20
